Temperature (°C),Pressure (psi),Vibration (g),Oil Quality (%),Flight Hours,Ambient Temp (°C),Altitude (ft),Last Service Cycles,Failure Probability
686.13,322.54,0.268,83.8,1547,27.7,2424,72,0.7815
645.39,300.4,0.357,74.7,2574,14.7,5060,106,0.8464
645.64,303.71,0.482,67.4,3258,20.7,8083,278,0.9138
621.68,265.01,0.303,89.0,700,18.9,12186,274,0.7137
598.57,265.16,0.457,75.4,2199,30.3,10740,616,0.8728
642.88,301.41,0.113,95.7,290,6.9,7119,54,0.5736
643.54,274.82,0.234,87.4,1126,-2.8,10917,206,0.7087
660.47,318.99,0.706,50.7,5000,17.9,6930,274,0.9733
692.89,341.01,0.584,82.8,790,24.7,3600,800,0.9137
641.1,285.04,0.199,93.7,335,21.5,8063,218,0.6411
649.94,330.33,0.162,94.5,316,32.3,3482,125,0.6405
632.91,271.88,0.292,87.1,1001,24.4,10374,104,0.7173
627.13,268.52,0.145,93.5,510,14.4,10418,73,0.5825
658.25,318.36,0.548,81.2,1113,-3.3,5360,984,0.9101
636.12,287.26,0.449,73.2,2538,17.6,8437,277,0.8788
647.94,295.29,0.561,58.0,4381,30.3,8408,109,0.9437
604.48,264.9,0.279,92.8,233,16.1,10616,410,0.6764
661.34,334.63,0.384,71.7,2926,20.3,4265,102,0.8831
611.29,279.47,0.171,95.0,218,24.2,9798,210,0.5957
638.65,305.21,0.172,89.9,954,9.8,4050,8,0.6557
622.66,285.71,0.756,50.0,5000,26.2,10332,562,0.9759
625.96,286.61,0.347,92.1,142,36.4,11188,941,0.7813
651.74,308.82,0.324,93.2,46,18.3,5991,602,0.7554
607.03,274.28,0.252,89.3,812,8.7,11657,56,0.6665
688.45,321.13,0.763,50.0,5000,19.3,3278,523,0.9808
585.66,253.19,0.063,98.5,40,-2.2,11299,128,0.4648
619.05,268.22,0.481,86.8,504,23.4,12315,826,0.8364
647.63,286.9,0.305,80.9,1848,24.5,9037,107,0.7862
656.85,305.92,0.167,92.9,533,36.8,7413,28,0.6344
622.92,280.23,0.274,93.7,111,18.1,8937,575,0.7005
651.74,303.54,0.152,96.2,108,24.1,6189,37,0.5904
614.89,244.1,0.279,82.9,1638,11.4,15000,234,0.7378
652.52,310.26,0.32,82.0,1651,16.4,6240,141,0.7994
605.99,255.44,0.451,73.7,2452,4.7,11952,424,0.8673
686.36,315.03,0.2,94.0,283,18.1,5776,415,0.7001
643.75,256.25,0.419,81.9,1386,16.9,12790,449,0.8254
597.34,239.08,0.286,81.4,1837,23.0,14037,20,0.7231
640.05,279.76,0.374,89.0,503,13.8,9158,586,0.7838
636.44,282.47,0.24,84.0,1585,20.8,8860,188,0.7401
664.27,318.59,0.402,74.6,2464,16.7,5130,74,0.8669
664.65,317.31,0.603,52.8,5000,16.7,4773,107,0.9618
656.03,301.28,0.492,77.4,1815,20.8,8894,699,0.8978
592.96,257.09,0.471,62.8,3949,20.4,12375,2,0.8965
647.51,309.66,0.585,63.1,3588,27.6,6355,485,0.9466
587.07,241.61,0.876,50.0,5000,18.8,14624,773,0.9802
640.23,300.99,0.356,74.8,2568,16.5,6170,86,0.8432
637.33,285.14,0.417,88.3,479,18.2,8688,518,0.7988
636.56,282.83,0.266,89.7,708,12.9,8696,53,0.6868
633.13,301.03,0.494,68.5,3071,16.4,7695,5,0.8973
673.38,343.65,0.309,83.5,1471,40.3,1869,278,0.8184
632.34,297.11,0.263,90.7,579,10.9,6143,312,0.7111
601.1,275.55,0.349,78.0,2138,17.2,8599,49,0.7955
633.4,303.67,0.601,54.6,4740,16.1,7712,216,0.9565
632.11,286.19,0.223,89.3,885,17.5,9909,146,0.6824
635.16,293.87,0.279,81.7,1814,16.7,10271,24,0.7639
630.6,294.06,0.377,80.2,1742,22.8,7280,213,0.8195
675.0,315.75,0.181,94.5,272,2.9,5113,264,0.6665
630.97,261.7,0.176,95.1,189,30.4,12645,73,0.577
675.69,333.45,0.679,55.5,4404,26.3,3934,404,0.97
683.86,315.29,0.596,52.9,5000,7.6,6214,23,0.9607
602.45,310.44,0.567,55.7,4692,-2.7,5450,240,0.9504
608.59,279.67,0.204,88.8,1011,10.2,10239,108,0.6605
584.63,264.86,0.125,92.7,678,17.6,11951,172,0.5697
636.71,274.66,0.794,50.0,5000,45.8,7479,672,0.979
633.87,285.19,0.628,57.3,4288,25.4,8689,333,0.954
634.58,274.97,0.401,67.9,3428,1.9,9286,48,0.877
580.74,245.06,0.358,87.1,813,13.1,13412,652,0.7593
684.77,339.47,0.333,79.0,2036,19.5,2679,140,0.8437
621.86,267.11,0.45,71.5,2776,22.5,10233,125,0.8689
627.8,285.52,0.37,80.5,1717,6.9,9130,209,0.8104
640.5,298.85,0.314,80.8,1843,18.7,6887,69,0.7906
618.97,278.62,0.632,67.5,2827,12.8,8979,737,0.9399
594.71,280.46,0.472,70.1,2912,9.0,10222,189,0.8819
643.17,299.34,0.111,93.9,549,22.6,9749,150,0.6016
603.18,235.83,0.173,89.6,991,27.7,14476,56,0.5994
691.41,308.31,0.538,67.9,3039,28.4,8382,487,0.9348
657.55,288.64,0.461,86.5,606,25.7,8081,916,0.857
656.04,323.76,0.737,50.5,4944,15.0,7456,611,0.9789
641.77,279.19,0.484,64.6,3651,27.1,9659,53,0.9083
659.85,293.98,0.686,54.5,4516,23.1,7904,418,0.9672
640.49,268.43,0.243,90.2,706,21.3,8040,69,0.6663
648.43,307.86,0.156,95.3,222,13.9,8053,12,0.5998
631.28,292.58,0.215,94.2,212,15.0,7596,199,0.6416
650.95,299.89,0.41,80.4,1623,20.7,6174,333,0.8439
635.01,294.96,0.188,91.1,729,44.4,9254,40,0.6453
661.3,323.35,0.313,89.4,612,23.0,7145,279,0.7631
633.48,290.3,0.339,89.7,503,13.9,9841,557,0.7672
616.66,278.35,0.256,83.3,1652,11.7,8332,70,0.7312
656.39,297.34,0.317,82.5,1589,15.1,6840,167,0.792
592.75,241.47,0.266,87.0,1097,41.8,12694,207,0.6835
659.48,303.74,0.399,89.9,298,16.0,7693,534,0.7991
618.04,278.71,0.671,51.4,5000,29.1,9868,443,0.9669
656.22,306.85,0.264,86.9,1117,16.2,5900,440,0.7702
651.24,342.86,0.245,93.2,264,22.6,1923,341,0.7196
653.76,314.18,0.153,96.4,76,27.9,6299,289,0.6274
670.22,330.03,0.126,95.1,331,14.3,1588,213,0.6379
659.78,296.93,0.272,89.6,705,13.6,7289,138,0.7173
588.94,243.37,0.347,79.1,1989,36.6,12406,216,0.7809
654.38,315.99,0.779,50.0,5000,29.8,5284,577,0.9805
682.32,338.49,0.249,90.5,635,27.9,1682,254,0.7454
621.25,249.01,0.728,63.5,3119,27.9,12501,1000,0.9592
635.45,286.49,0.64,53.1,4847,24.6,6574,46,0.957
639.75,296.33,0.27,87.6,994,40.2,7953,175,0.7292
614.58,272.15,0.138,93.1,584,20.4,10365,67,0.5788
614.77,287.47,0.306,84.4,1351,25.8,9570,136,0.7513
599.55,266.1,0.629,55.5,4540,5.5,10252,468,0.9549
650.12,282.19,0.23,95.2,22,11.8,10701,523,0.6758
652.53,331.49,0.264,85.3,1334,8.0,2762,10,0.7552
669.82,317.56,0.667,66.7,2834,32.7,3757,920,0.9593
593.45,269.31,0.446,78.2,1838,-5.5,11514,616,0.8567
625.3,304.86,0.413,82.1,1376,16.0,5655,706,0.8544
643.51,296.84,0.308,82.5,1613,-9.9,5982,142,0.7823
646.61,308.25,0.311,80.2,1931,11.7,4211,206,0.8109
657.61,323.15,0.454,74.8,2292,15.1,6785,55,0.8763
644.86,321.41,0.269,88.4,881,33.8,6952,152,0.7361
661.78,306.7,0.271,84.3,1457,24.0,5188,40,0.7582
652.14,314.27,0.379,87.9,639,11.7,4841,597,0.8139
657.7,305.26,0.707,50.7,5000,30.7,8956,261,0.9719
649.69,312.13,0.183,93.4,415,20.2,5577,44,0.6391
671.52,321.01,0.299,91.7,327,20.4,6181,634,0.7748
701.58,361.8,0.144,92.7,626,8.0,1441,25,0.6836
624.41,255.48,0.795,50.0,5000,10.1,13815,785,0.9786
614.22,278.55,0.361,77.7,2151,11.7,10825,34,0.8058
655.6,317.53,0.348,84.5,1217,20.5,6516,380,0.8136
642.69,310.72,0.638,52.1,5000,20.8,5303,311,0.9665
657.16,309.2,0.729,53.0,4608,35.4,8033,458,0.9733
640.15,295.78,0.279,87.2,1027,23.9,7950,250,0.7429
682.7,345.14,0.199,84.3,1659,-7.1,4172,129,0.7695
668.84,347.95,0.627,54.3,4716,22.6,348,96,0.9645
641.93,313.61,0.397,86.6,770,5.5,6422,873,0.8433
665.34,325.27,0.267,87.3,1047,10.3,3310,175,0.7572
618.28,277.7,0.665,64.6,3150,11.9,8514,554,0.945
644.09,302.16,0.38,75.5,2399,13.4,8534,385,0.8653
667.1,327.66,0.237,94.6,100,6.2,5080,320,0.6998
630.44,285.22,0.383,90.6,250,22.0,6396,1000,0.8085
625.2,244.74,0.523,63.2,3745,5.9,13289,250,0.9162
604.33,281.76,0.116,97.3,60,23.6,10325,396,0.5672
631.6,301.29,0.795,50.0,5000,42.4,6643,568,0.9794
608.83,254.5,0.128,93.0,634,6.7,14876,14,0.5534
648.07,298.43,0.587,75.4,1824,17.2,4409,1000,0.9287
646.06,331.34,0.327,81.8,1663,-5.2,5562,91,0.8068
627.65,290.93,0.388,85.1,1009,17.0,7668,364,0.799
669.25,326.65,0.455,90.5,64,26.4,3407,921,0.8516
627.26,259.43,0.212,92.8,428,27.2,13371,432,0.6564
653.5,307.11,0.326,80.1,1909,20.8,8549,78,0.8083
637.27,295.8,0.385,84.0,1183,28.9,5630,135,0.7933
623.67,286.12,0.276,87.0,1068,45.5,9343,160,0.7232
604.9,278.33,0.217,94.2,206,37.1,8438,265,0.628
615.08,310.74,0.293,88.1,853,14.8,7086,277,0.742
641.06,315.83,0.384,81.8,1495,5.5,4374,465,0.8416
623.48,328.81,0.353,91.8,162,15.9,3691,589,0.7759
595.74,244.17,0.111,96.8,138,10.5,14560,28,0.4913
696.33,343.71,0.308,84.3,1353,24.5,3942,96,0.8056
615.2,250.95,0.241,83.6,1648,8.2,13094,126,0.7109
644.67,317.65,0.064,94.5,596,19.3,5466,4,0.5697
593.78,255.19,0.216,90.1,788,28.4,10370,162,0.6355
656.42,290.23,0.401,69.6,3188,19.0,9396,133,0.883
610.0,264.49,0.484,61.7,4069,10.5,9996,224,0.9167
640.89,296.91,0.269,89.1,787,31.7,10196,32,0.7023
650.28,321.08,0.268,88.4,879,1.2,3165,160,0.7387
641.72,298.25,0.541,64.2,3548,16.7,5971,273,0.93
652.66,325.67,0.736,50.1,5000,19.6,3896,489,0.9779
624.8,276.62,0.356,87.4,773,20.2,8568,436,0.7694
647.09,313.41,0.516,67.8,3109,21.8,4030,156,0.9154
661.58,338.04,0.224,86.3,1307,26.1,2057,148,0.7527
635.63,293.28,0.144,92.8,612,19.6,7288,11,0.6037
704.8,349.82,0.324,77.4,2290,16.3,1373,26,0.8525
629.86,301.11,0.45,82.3,1242,15.9,8776,618,0.8565
646.51,326.68,0.295,89.7,624,13.9,4227,492,0.7706
623.03,298.61,0.14,95.6,227,27.9,5478,6,0.5698
663.64,334.11,0.688,57.9,4034,13.5,1159,643,0.9703
621.48,248.68,0.651,57.3,4218,28.5,12950,285,0.9488
656.37,322.0,0.297,93.0,156,20.2,3611,486,0.7456
691.61,306.06,0.356,77.6,2178,14.8,6908,209,0.851
663.54,335.64,0.109,95.3,355,26.2,2625,49,0.6098
655.9,330.15,0.299,79.4,2079,12.7,5493,132,0.82
584.83,275.83,0.711,52.3,4764,26.4,13255,179,0.9612
638.63,293.13,0.416,87.4,603,22.1,8892,421,0.8006
672.77,315.91,0.392,86.1,855,14.0,5829,503,0.829
626.05,282.25,0.453,68.6,3171,25.3,7897,406,0.9016
660.92,315.7,0.389,73.5,2659,25.5,6318,194,0.8747
649.71,301.23,0.262,87.4,1051,31.6,7723,327,0.7495
612.39,282.96,0.494,63.6,3775,29.7,10232,105,0.9119
661.02,303.01,0.792,50.0,5000,24.9,7007,1000,0.9843
605.04,305.22,0.182,87.9,1205,8.7,8660,55,0.6696
671.83,308.2,0.306,93.3,81,44.5,8709,386,0.7345
641.88,302.3,0.288,84.2,1424,6.0,7022,51,0.7562
657.76,315.45,0.402,73.0,2692,29.5,5792,99,0.8736
629.48,299.19,0.253,91.4,497,24.3,6424,414,0.7107
627.0,282.22,0.219,94.2,209,8.3,10098,392,0.6565
633.98,284.46,0.205,91.2,672,18.8,10347,40,0.6446
629.1,301.1,0.209,95.6,23,19.2,4587,340,0.6457
625.65,289.84,0.33,75.7,2514,33.1,7217,68,0.8207
640.08,316.2,0.475,88.3,316,12.9,5741,1000,0.8617
653.43,279.76,0.407,73.8,2572,17.4,10400,277,0.8683
629.21,306.0,0.207,92.1,535,-3.4,6586,1,0.6448
623.94,249.02,0.561,53.6,5000,37.3,14603,70,0.9429
652.86,301.12,0.23,84.7,1518,9.3,8654,78,0.7371
649.2,278.77,0.181,95.8,84,23.3,11546,85,0.5949
655.36,310.81,0.437,70.4,2963,19.0,4956,244,0.8974
656.41,306.97,0.291,86.8,1056,19.0,8035,69,0.7466
613.76,281.11,0.365,79.6,1870,28.1,9849,160,0.8051
652.36,299.37,0.676,51.3,5000,36.7,4900,57,0.9653
664.9,298.45,0.338,83.0,1457,22.5,8061,330,0.8109
600.99,257.65,0.448,68.1,3263,26.6,11156,252,0.8837
657.04,307.33,0.212,90.7,721,23.3,7018,297,0.7056
667.52,305.27,0.702,68.3,2507,30.2,5445,1000,0.9592
587.11,233.55,0.14,95.7,209,15.4,13409,153,0.5204
672.95,321.14,0.575,57.0,4476,30.8,4485,73,0.9524
646.98,306.58,0.39,89.1,446,31.1,8468,1000,0.8344
643.69,303.67,0.209,90.8,719,30.8,5875,18,0.6655
641.69,317.82,0.671,51.4,5000,13.4,5189,499,0.9725
651.31,280.96,0.213,93.4,337,18.3,10225,53,0.6336
631.21,276.56,0.192,92.0,587,22.4,7383,328,0.6567
620.58,287.74,0.281,82.2,1736,6.3,9218,193,0.767
687.58,347.19,0.758,50.0,5000,35.9,1235,548,0.9822
629.96,279.01,0.566,72.2,2352,19.9,9509,394,0.9064
638.99,305.63,0.119,95.9,243,22.8,5838,57,0.5761
674.34,330.1,0.453,71.6,2758,14.2,2363,328,0.9079
613.31,260.56,0.217,87.8,1111,6.7,13654,73,0.6611
616.47,267.66,0.7,50.8,5000,14.0,9803,56,0.9618
631.7,272.99,0.397,78.1,1982,22.2,8682,26,0.8156
643.33,274.7,0.303,83.3,1518,26.7,11748,36,0.7535
637.7,279.94,0.414,80.3,1630,21.6,8743,365,0.8362
662.85,320.26,0.578,74.0,2052,23.5,5604,1000,0.9374
620.38,299.5,0.418,73.1,2632,16.6,7475,338,0.8762
647.82,301.68,0.291,93.0,163,25.0,5965,370,0.716
617.81,293.04,0.302,92.0,280,34.8,6499,458,0.7209
651.58,287.11,0.374,87.5,715,27.0,4227,659,0.8075
662.95,307.98,0.249,85.9,1300,28.1,5090,93,0.7437
620.17,275.73,0.254,89.7,745,22.9,10684,278,0.6942
645.18,289.65,0.199,92.6,481,5.0,8996,73,0.6402
617.36,288.42,0.753,50.0,5000,9.6,6491,224,0.9712
635.81,308.85,0.125,97.0,66,24.5,4916,70,0.569
660.79,316.01,0.521,54.4,5000,19.9,6784,20,0.9499
676.27,351.77,0.62,54.2,4756,24.4,2948,28,0.9639
643.24,298.24,0.686,70.1,2303,36.8,8380,1000,0.9517
648.34,274.27,0.221,95.1,66,27.3,10836,2,0.607
610.61,229.39,0.275,90.9,511,32.6,15000,352,0.6653
651.86,317.41,0.768,50.0,5000,20.9,4690,655,0.9807
607.99,269.37,0.586,55.0,4728,11.9,10711,150,0.9458
627.26,324.99,0.719,50.5,5000,19.4,5878,369,0.9741
694.63,313.87,0.589,53.1,5000,12.0,4615,129,0.9625
624.55,326.75,0.191,95.3,132,35.6,4613,226,0.6437
637.02,288.05,0.57,76.7,1692,27.9,8422,823,0.912
651.53,325.84,0.562,63.5,3593,25.2,5208,13,0.9329
663.67,305.96,0.211,90.4,770,32.4,6179,93,0.6884
642.62,307.71,0.145,89.1,1144,-0.2,6679,34,0.658
652.61,309.1,0.235,90.6,667,25.9,5780,206,0.7051
650.85,317.75,0.166,96.1,78,6.9,5562,442,0.6549
667.72,335.36,0.445,90.0,151,19.9,713,1000,0.8592
650.83,302.52,0.186,96.0,43,16.9,8261,51,0.6093
618.49,273.17,0.306,83.3,1498,26.6,8203,13,0.7415
662.97,316.18,0.253,81.4,1927,22.3,5608,45,0.7805
636.42,275.41,0.411,86.6,735,33.5,9081,1000,0.8389
604.38,271.82,0.449,66.4,3499,14.0,12191,116,0.8892
674.49,306.81,0.564,57.9,4379,27.1,8071,93,0.9482
603.39,251.95,0.14,95.1,301,21.6,11991,398,0.5794
588.83,236.16,0.127,96.7,107,3.6,14714,39,0.492
566.51,235.36,0.179,91.0,770,10.8,15000,129,0.5779
669.67,333.74,0.336,75.7,2496,18.5,4435,47,0.8511
635.18,304.3,0.489,80.3,1416,31.1,4451,1000,0.8967
654.91,295.93,0.164,87.3,1339,24.6,6667,101,0.6883
619.6,272.44,0.182,94.0,331,8.3,8386,94,0.5961
603.68,265.28,0.353,86.8,866,18.6,12760,302,0.7471
638.33,285.22,0.565,53.5,5000,40.2,9882,5,0.9488
650.98,297.41,0.281,88.5,833,21.1,4390,318,0.7443
625.61,321.27,0.351,80.4,1790,16.7,6165,181,0.8191
645.73,300.18,0.129,96.6,120,24.9,7874,61,0.5732
630.71,314.6,0.234,94.4,132,27.6,3533,200,0.663
628.68,276.79,0.539,81.4,1104,15.4,8041,1000,0.8919
689.17,337.45,0.556,75.8,1853,25.0,4435,548,0.9216
675.63,333.61,0.503,83.4,932,16.7,3048,1000,0.9021
658.14,315.13,0.398,89.3,394,27.2,5159,781,0.8268
656.19,297.55,0.515,71.0,2663,21.7,9233,515,0.9164
631.46,288.09,0.215,93.6,302,24.8,9212,122,0.6359
646.63,282.45,0.46,75.3,2205,12.4,8290,393,0.8779
612.39,250.42,0.642,52.0,5000,11.8,10975,149,0.9548
653.12,291.71,0.285,85.4,1272,29.5,10657,168,0.7552
622.07,302.22,0.392,89.0,447,19.2,8613,620,0.7974
642.93,290.99,0.411,65.8,3690,22.9,8199,69,0.8953
653.01,292.71,0.221,85.7,1408,16.9,8389,106,0.7233
653.22,306.88,0.836,50.0,5000,29.0,7557,800,0.9844
701.81,335.57,0.515,71.8,2550,13.9,1477,361,0.9231
619.72,263.12,0.17,88.7,1126,18.6,11406,20,0.6301
621.92,280.7,0.3,80.5,1921,27.9,9193,39,0.7697
662.94,321.5,0.182,93.7,373,31.7,4351,260,0.6723
652.32,275.32,0.461,83.9,980,14.8,12283,481,0.837
669.37,295.17,0.439,78.5,1802,39.6,6230,472,0.8715
623.78,292.31,0.31,81.3,1783,23.1,7677,166,0.7849
587.85,249.04,0.335,80.9,1770,9.6,11071,90,0.7543
676.01,310.74,0.519,70.5,2722,23.7,8660,465,0.9224
614.26,264.97,0.498,88.5,223,16.2,12006,865,0.8312
660.82,315.45,0.174,95.4,153,24.3,6944,176,0.6374
602.44,246.43,0.166,94.4,320,19.6,13074,44,0.5507
670.78,323.88,0.392,70.0,3144,20.7,5667,282,0.8991
633.78,277.85,0.084,97.4,134,10.9,11953,22,0.5156
661.11,329.3,0.222,92.0,510,29.9,1205,284,0.7119
665.81,315.83,0.164,92.6,588,8.4,4699,57,0.6507
630.71,275.89,0.343,78.5,2084,8.9,8894,218,0.8131
690.19,305.87,0.317,86.4,1027,23.7,6799,295,0.7896
669.88,311.76,0.162,93.6,444,36.0,7776,178,0.6517
663.49,298.8,0.343,84.7,1194,16.5,8125,527,0.8156
658.91,320.38,0.37,76.3,2313,27.0,4427,141,0.8542
689.69,330.81,0.456,69.2,3084,30.7,4652,51,0.9082
658.18,287.3,0.126,95.6,265,28.1,8696,187,0.594
662.61,319.77,0.674,68.9,2509,16.9,6001,993,0.9574
615.48,250.55,0.315,93.6,9,9.1,12023,637,0.7025
641.54,304.35,0.416,73.6,2577,-2.1,7424,112,0.8674
604.09,284.09,0.299,78.8,2164,17.4,10156,83,0.7815
640.57,277.46,0.263,85.8,1265,31.8,9329,198,0.7332
648.4,298.41,0.221,93.5,294,8.8,6197,319,0.6758
683.42,321.86,0.63,67.1,2893,27.0,2059,784,0.9547
614.04,262.35,0.194,95.1,149,10.5,11555,285,0.6038
671.39,328.29,0.73,53.6,4518,21.1,5063,543,0.9758
651.28,304.27,0.508,68.9,2970,27.1,6789,357,0.9168
602.09,294.19,0.319,74.6,2702,13.4,7547,32,0.817
631.55,283.93,0.589,68.5,2808,21.7,7847,667,0.9328
642.9,283.2,0.104,96.9,140,15.8,10886,67,0.5444
650.56,304.35,0.694,51.0,5000,27.1,8017,137,0.9686
652.25,303.99,0.63,59.9,3912,22.4,7618,550,0.958
628.78,260.69,0.476,80.5,1418,20.6,11055,1000,0.8789
635.27,282.34,0.354,75.1,2542,35.6,9802,112,0.8341
660.1,312.99,0.453,72.0,2688,26.6,5793,145,0.8904
638.48,319.87,0.609,62.9,3541,13.1,4559,199,0.9427
626.99,290.8,0.239,91.1,590,19.1,5529,207,0.68
662.74,299.08,0.367,86.1,931,19.2,7852,416,0.8048
653.59,299.51,0.506,67.3,3216,20.8,4262,510,0.9265
673.34,310.01,0.696,65.5,2931,45.2,8272,1000,0.9643
656.33,285.07,0.425,81.1,1479,23.7,7612,489,0.8495
692.67,362.33,0.256,87.8,1009,-0.4,372,107,0.7732
648.19,321.68,0.585,53.1,5000,14.6,3781,133,0.9596
671.86,349.68,0.264,87.2,1072,0.7,0,289,0.7823
639.89,302.32,0.429,71.1,2888,16.7,6968,348,0.8928
618.61,270.29,0.214,88.2,1064,0.1,11222,28,0.6598
639.67,311.75,0.165,91.5,742,11.3,2328,126,0.6553
642.94,318.34,0.355,78.5,2049,4.8,4033,68,0.8278
663.53,292.54,0.398,68.9,3297,23.8,7509,213,0.8915
654.84,298.69,0.629,52.3,5000,20.0,4809,55,0.9607
675.24,308.68,0.097,95.8,322,23.0,4794,261,0.6112
616.48,282.13,0.634,58.0,4177,19.0,9625,189,0.9478
647.28,292.77,0.27,84.2,1485,6.1,6515,155,0.7568
690.88,323.82,0.209,94.2,228,25.1,3540,314,0.6987
674.44,336.51,0.451,68.7,3163,39.2,1737,162,0.9124
592.58,244.93,0.363,87.1,806,24.1,14625,153,0.718
622.89,263.05,0.583,59.8,4054,15.7,11385,316,0.9393
652.89,301.79,0.167,94.3,343,5.7,6645,18,0.6146
635.99,290.53,0.434,73.8,2483,10.9,8264,170,0.8675
643.97,289.91,0.153,91.9,716,24.5,6534,65,0.625
663.51,284.46,0.238,91.1,595,30.7,9531,12,0.67
671.94,323.8,0.009,99.1,103,22.6,5437,11,0.5128
669.86,296.83,0.229,86.2,1315,28.0,6370,55,0.7263
626.45,289.72,0.244,88.1,994,27.1,9366,171,0.7046
583.67,253.6,0.173,95.6,127,25.1,12362,251,0.5627
629.62,277.74,0.265,91.1,514,13.4,10224,477,0.7118
630.24,260.15,0.266,85.3,1336,21.7,11702,281,0.7327
617.46,286.94,0.509,66.6,3303,11.5,7063,220,0.9101
644.3,303.72,0.58,53.2,5000,20.2,6131,11,0.954
698.21,336.12,0.276,84.3,1449,23.3,2185,106,0.7938
662.39,293.42,0.347,85.8,1033,36.8,8217,354,0.7929
620.66,277.39,0.544,54.0,5000,6.9,9137,95,0.9451
646.47,291.95,0.695,50.9,5000,24.8,7100,271,0.9693
675.42,316.38,0.223,92.6,422,34.8,5670,278,0.7042
619.84,258.0,0.266,84.0,1516,27.6,11730,109,0.7214
657.07,282.53,0.527,65.3,3440,28.3,9895,254,0.9234
600.54,253.62,0.45,66.7,3455,25.9,11938,36,0.8777
661.16,307.26,0.482,74.1,2310,33.0,5139,389,0.8973
644.02,285.13,0.272,85.6,1275,9.1,5875,7,0.7255
599.54,270.42,0.22,88.3,1034,6.1,11610,11,0.6506
623.72,291.41,0.576,65.4,3284,19.9,7858,613,0.9382
641.86,299.59,0.222,92.0,512,-1.6,6293,260,0.6828
677.94,315.55,0.129,89.5,1119,32.3,6501,53,0.67
643.35,285.18,0.379,80.7,1673,32.2,7967,276,0.8216
621.63,280.45,0.508,64.8,3565,15.7,11009,139,0.9123
642.33,299.37,0.229,88.8,936,16.3,7518,94,0.6968
657.32,291.5,0.383,81.1,1591,19.3,10372,500,0.842
652.86,299.58,0.307,89.3,655,20.5,9402,195,0.738
654.92,305.26,0.575,63.0,3627,21.3,5365,104,0.9353
661.88,318.98,0.715,64.1,3079,25.6,5363,863,0.9654
664.16,326.51,0.411,67.7,3431,18.3,6649,54,0.901
662.72,326.89,0.103,97.1,118,29.4,3989,46,0.5811
663.26,300.81,0.284,84.9,1335,24.5,6458,31,0.7545
593.99,245.71,0.133,95.3,292,13.9,12540,40,0.5202
646.8,274.02,0.411,76.0,2240,33.4,7906,87,0.8414
623.26,294.07,0.208,90.6,746,6.4,5701,360,0.6886
619.25,277.28,0.406,70.9,2980,19.1,13747,334,0.8764
703.05,313.05,0.324,92.6,135,29.7,5208,432,0.7657
673.66,315.96,0.397,81.9,1440,12.8,5114,257,0.839
597.33,261.53,0.162,94.9,264,23.1,11688,204,0.5718
648.17,284.87,0.372,81.1,1632,25.4,9984,170,0.8101
655.81,295.19,0.516,76.5,1870,11.4,7610,623,0.9002
627.63,264.54,0.282,85.6,1240,19.3,10496,126,0.7224
617.38,268.97,0.414,87.1,656,18.4,8902,666,0.8037
630.29,296.89,0.087,97.8,66,14.5,4441,97,0.5347
697.67,338.62,0.291,78.9,2170,43.0,807,51,0.8305
643.7,301.06,0.529,60.7,4087,12.4,6298,88,0.9333
609.64,276.56,0.467,72.1,2646,30.0,11255,207,0.8748
651.04,316.84,0.806,52.5,4470,16.1,6715,781,0.9809
599.92,274.12,0.609,52.6,5000,9.1,9380,59,0.9507
619.08,284.09,0.281,86.0,1194,21.0,8553,260,0.7403
698.25,347.6,0.376,75.6,2395,26.5,2919,74,0.8738
659.19,316.25,0.342,86.0,1013,29.2,6781,340,0.7987
640.92,267.44,0.713,50.6,5000,35.6,9077,188,0.967
659.04,326.46,0.307,82.2,1656,49.5,5639,397,0.8228
620.4,293.04,0.508,70.2,2792,22.5,6912,582,0.9138
637.0,281.29,0.117,97.5,29,13.4,9175,122,0.5473
627.88,298.06,0.581,76.3,1714,24.5,8218,835,0.9164
606.44,265.76,0.42,72.6,2710,17.3,11141,190,0.856
620.62,278.18,0.303,89.8,594,29.3,9151,828,0.7674
652.39,306.98,0.142,96.9,29,7.0,5132,79,0.586
642.62,315.18,0.539,70.1,2722,43.7,6567,682,0.9301
638.63,285.7,0.186,90.5,825,28.6,8061,122,0.6554
630.05,261.73,0.262,86.9,1120,3.2,12015,417,0.7321
641.34,303.24,0.551,77.4,1651,12.9,6579,1000,0.9178
648.71,312.41,0.302,92.3,234,28.2,2802,730,0.767
643.78,285.8,0.096,96.5,219,31.8,9322,187,0.5617
659.25,320.0,0.694,51.0,5000,7.3,5733,127,0.9703
663.38,319.88,0.267,88.8,828,27.1,4144,285,0.751
645.6,287.84,0.277,90.3,590,0.5,8056,367,0.7252
621.11,262.75,0.1,97.3,98,19.1,10919,233,0.5328
643.5,300.65,0.28,91.7,382,31.1,6278,566,0.7403
619.63,280.47,0.242,87.2,1127,14.5,9490,18,0.6872
627.51,265.39,0.158,91.0,837,4.9,10046,275,0.6368
606.33,265.88,0.292,86.4,1105,21.5,10375,223,0.7217
650.27,300.86,0.372,75.4,2434,14.0,5803,12,0.8414
652.42,303.48,0.325,79.1,2053,26.3,4637,4,0.807
650.88,315.06,0.335,83.7,1359,11.1,5046,280,0.8045
